AttributeNameCN,AttributeNameEN,AutoReformedEnName
120日平均换手率_PIT,tech_turnoverrate120,TechTurnoverRate120
240日平均换手率_PIT,tech_turnoverrate240,TechTurnoverRate240
基金报告期持仓换手率,style_rpt_turn,StyleRpTTurn
持仓量,oi,Oi
持仓量变化,oi_chg,OiChg
持仓量(商品指数),oi_index,OiIndex
持仓量变化(商品指数),oichange,OiChange
持仓量(不前推),oi3,Oi3
持仓量认沽认购比率,oiratio,OiRatio
区间持仓量,oi_per,OiPer
品种持仓量,optionoi,OptionOi
认购持仓量,calloi,CallOi
认沽持仓量,putoi,PutOi
区间日均持仓量,avg_oi_per,AvgOiPer
持仓额(不计保证金),oiamount_nomargin,OiAmountNoMargin
持仓额,oiamount,OiAmount
前结算价,pre_settle,PreSettle
区间前结算价,pre_settle_per,PreSettlePer
结算价,settle,Settle
结算价(不前推),settle3,Settle3
区间结算价,settle_per,SettlePer
加权平均结算价修正久期(中债),weight_modidura,WeightModiDura
加权平均结算价利差久期(中债),weight_sprdura,WeightSprDura
加权平均结算价利率久期(中债),weight_interestduration,WeightInterestDuration
加权平均结算价基点价值(中债),weight_vobp,WeightVoBp
加权平均结算价凸性(中债),weight_cnvxty,WeightCNvXTy
加权平均结算价利差凸性(中债),weight_sprcnxt,WeightSPrcNxt
加权平均结算价利率凸性(中债),weight_interestcnvxty,WeightInterestCNvXTy
区间最低结算价,low_settle_per,LowSettlePer
区间最高结算价,high_settle_per,HighSettlePer
区间最高结算价日,fs_pq_highswing_date,FsPqHighSwingDate
区间最低结算价日,fs_pq_lowswing_date,FsPqLowSwingDate
最近交易日期,lastradeday_s,LasTradeDayS
最早交易日期,firstradeday_s,FirsTradeDayS
市场最近交易日,last_trade_day,LastTradeDay
交易状态,trade_status,TradeStatus
总市值,val_mv_ARD,ValMvArd
总市值1,ev,Ev
总市值2,mkt_cap_ard,MktCapArd
总市值1(币种可选),ev3,Ev3
总市值(不可回测),mkt_cap,MktCap
总市值(证监会算法),mkt_cap_CSRC,MktCapCsrC
总市值/EBITDA(TTM反推法)_PIT,val_mvtoebitda_ttm,ValMvToeBitDaTtM
总市值/息税折旧及摊销前利润TTM行业相对值_PIT,val_pebitdaindu_sw_ttm,ValPeBitDaInDuSwTtM
参考总市值,mv_ref,MvRef
指数总市值,val_mv,ValMv
备考总市值(并购后),mamv,MamV
当日总市值/负债总计,equitytodebt2,EquityToDebt2
区间日均总市值,avg_MV_per,AvgMvPer
所属申万一级行业的总市值/息税折旧及摊销前利润TTM均值_PIT,val_avgpebitda_sw,ValAvgPeBitDaSw
所属申万一级行业的总市值/息税折旧及摊销前利润TTM标准差_PIT,val_stdpebitda_sw,ValStdPeBitDaSw
担保证券市值占该证券总市值比重,margin_marketvalueratio,MarginMarketValueRatio
流通市值,val_mvc,ValMvC
流通市值(含限售股),mkt_cap_float,MktCapFloat
自由流通市值,mkt_freeshares,MktFreeShares
自由流通市值_PIT,val_floatmv,ValFloatMv
对数流通市值_PIT,val_lnfloatmv,ValLnFloatMv
区间日均流通市值,pq_avgmv_nonrestricted,PqAvgMvNonRestricted
连续停牌天数,susp_days,SUspDays
停牌原因,susp_reason,SUspReason
涨停价,maxup,MaxUp
跌停价,maxdown,MaxDown
贴水,discount,Discount
贴水率,discount_ratio,DiscountRatio
区间均贴水,avg_discount_per,AvgDiscountPer
区间均贴水率,avg_discount_ratio_per,AvgDiscountRatioPer
所属指数权重,indexweight,IndexWeight
交收方向(黄金现货),direction_gold,DirectionGold
交收量(黄金现货),dquantity_gold,DQuantityGold
开盘集合竞价成交价,open_auction_price,OpenAuctionPrice
区间收盘最大涨幅,pct_chg_high_per,PctChgHighPer
区间交易天数,trade_days_per,TradeDaysPer
区间涨停天数,limitupdays_per,LimitUpDaysPer
区间跌停天数,limitdowndays_per,LimitDownDaysPer
区间上涨天数,pq_updays_per,PqUpDaysPer
区间下跌天数,pq_downdays_per,PqDownDaysPer
区间报价天数,quote_days_per,QuoteDaysPer
区间持仓变化,oi_chg_per,OiChgPer
区间开盘净主动买入额,mf_amt_open_per,MfAmtOpenPer
区间尾盘净主动买入额,mf_amt_close_per,MfAmtClosePer
区间净主动买入量,mf_vol_per,MfVolPer
区间净主动买入量占比,mf_vol_ratio_per,MfVolRatioPer
区间净主动买入额,mf_amt_per,MfAmtPer
区间净主动买入率(金额),mf_amt_ratio_per,MfAmtRatioPer
区间主力净流入天数,mfd_inflowdays,MfdInFlowDays
区间流入额,mf_buy_amt,MfBuyAmt
区间流入量,mf_buy_vol,MfBuyVol
区间流出额,mf_sell_amt,MfSellAmt
区间流出量,mf_sell_vol,MfSellVol
区间大宗交易上榜次数,pq_blocktradenum,PqBlockTradeNum
区间大宗交易成交总量,pq_blocktrade_volume,PqBlockTradeVolume
区间大宗交易成交总额,pq_blocktradeamount,PqBlockTradeAmount
区间龙虎榜上榜次数,pq_abnormaltradenum,PqAbnormalTradeNum
区间龙虎榜买入额,pq_abnormaltrade_lp,PqAbnormalTradeLp
指定日相近交易日期,tradeday,TradeDay
区间净流入额,periodmf_netinflow,PeriodMfNetInFlow
融资买入额,mrg_long_amt,MrgLongAmt
区间融资买入额,mrg_long_amt_int,MrgLongAmtInt
融资偿还额,mrg_long_repay,MrgLongRepay
区间融资偿还额,mrg_long_repay_int,MrgLongRepayInt
融资余额,mrg_long_bal,MrgLongBal
区间融资余额均值,mrg_long_bal_int_avg,MrgLongBalIntAvg
报告期内债券回购融资余额,mmrepurchase1,MmRepurchase1
报告期末债券回购融资余额,mmrepurchase2,MmRepurchase2
报告期内债券回购融资余额占基金资产净值比例,mmrepurchase1tonav,MmRepurchase1ToNav
报告期末债券回购融资余额占基金资产净值比例,mmrepurchase2tonav,MmRepurchase2ToNav
融券卖出量,mrg_short_vol,MrgShortVol
区间融券卖出量,mrg_short_vol_int,MrgShortVolInt
融券偿还量,mrg_short_vol_repay,MrgShortVolRepay
区间融券偿还量,mrg_short_vol_repay_int,MrgShortVolRepayInt
融券卖出额,margin_saletradingamount,MarginSaleTradingAmount
区间融券卖出额,margin_shortamountint,MarginShortAmountInt
融券偿还额,margin_salerepayamount,MarginSaleRepayAmount
区间融券偿还额,margin_shortamountrepayint,MarginShortAmountRepayInt
融券余量,mrg_short_vol_bal,MrgShortVolBal
区间融券余量均值,mrg_short_vol_bal_int_avg,MrgShortVolBalIntAvg
融券余额,mrg_short_bal,MrgShortBal
区间融券余额均值,mrg_short_bal_int_avg,MrgShortBalIntAvg
全日卖空金额,shortsell_Turnover,ShortSellTurnover
卖空金额占市场卖空总额比率,shortsell_TurnoverPct,ShortSellTurnoverPct
全日卖空股数,shortsell_Volume,ShortSellVolume
卖空量占香港流通股百分比,shortsell_VolumeToHshares,ShortSellVolumeToHShares
未平仓卖空数,share_shortshares,ShareShortShares
未平仓卖空金额,share_shortamount,ShareShortAmount
空头回补天数,shortsell_daystocover,ShortSellDaysToCover
流入额,mfd_buyamt_d,MfdBuyAmtD
净流入额,mf_netinflow,MfNetInFlow
主力净流入额,mfd_inflow_m,MfdInFlowM
主力净流入额占比,mfd_inflowproportion_m,MfdInFlowProportionM
开盘主力净流入额,mfd_inflow_open_m,MfdInFlowOpenM
尾盘主力净流入额,mfd_inflow_close_m,MfdInFlowCloseM
开盘主力净流入额占比,mfd_inflowproportion_open_m,MfdInFlowProportionOpenM
尾盘主力净流入额占比,mfd_inflowproportion_close_m,MfdInFlowProportionCloseM
流出额,mfd_sellamt_d,MfdSellAmtD
流入量,mfd_buyvol_d,MfdBuyVolD
主力净流入量,mfd_buyvol_m,MfdBuyVolM
主力净流入量占比,mfd_volinflowproportion_m,MfdVolInFlowProportionM
开盘主力净流入量,mfd_buyvol_open_m,MfdBuyVolOpenM
尾盘主力净流入量,mfd_buyvol_close_m,MfdBuyVolCloseM
开盘主力净流入量占比,mfd_volinflowproportion_open_m,MfdVolInFlowProportionOpenM
尾盘主力净流入量占比,mfd_volinflowproportion_close_m,MfdVolInFlowProportionCloseM
流出量,mfd_sellvol_d,MfdSellVolD
净买入额,mfd_netbuyamt,MfdNetBuyAmt
沪深港股通区间净买入额,mfp_sn_inflow,MfpSnInFlow
净买入量,mfd_netbuyvol,MfdNetBuyVol
沪深港股通区间净买入量,mfp_sn_inflowamt,MfpSnInFlowAmt
沪深港股通区间净买入量(调整),mfp_sn_inflowamt2,MfpSnInFlowAmt2
流入单数,mfd_buyord,MfdBuyOrD
流出单数,mfd_sellord,MfdSelLord
主动买入额,mfd_buyamt_a,MfdBuyAmtA
主动买入额(全单),mfd_buyamt_at,MfdBuyAmtAt
净主动买入额,mfd_netbuyamt_a,MfdNetBuyAmtA
净主动买入额(全单),mf_amt,MfAmt
净主动买入额占比,mfd_inflowproportion_a,MfdInFlowProportionA
开盘净主动买入额,mf_amt_open,MfAmtOpen
尾盘净主动买入额,mf_amt_close,MfAmtClose
开盘净主动买入额占比,mfd_inflowproportion_open_a,MfdInFlowProportionOpenA
尾盘净主动买入额占比,mfd_inflowproportion_close_a,MfdInFlowProportionCloseA
主动卖出额,mfd_sellamt_a,MfdSellAmtA
主动卖出额(全单),mfd_sellamt_at,MfdSellAmtAt
主动买入量,mfd_buyvol_a,MfdBuyVolA
主动买入量(全单),mfd_buyvol_at,MfdBuyVolAt
净主动买入量,mfd_netbuyvol_a,MfdNetBuyVolA
净主动买入量(全单),mf_vol,MfVol
净主动买入量占比,mf_vol_ratio,MfVolRatio
开盘净主动买入量占比,mfd_volinflowproportion_open_a,MfdVolInFlowProportionOpenA
尾盘净主动买入量占比,mfd_volinflowproportion_close_a,MfdVolInFlowProportionCloseA
开盘资金净主动买入量,mfd_inflowvolume_open_a,MfdInFlowVolumeOpenA
尾盘资金净主动买入量,mfd_inflowvolume_close_a,MfdInFlowVolumeCloseA
主动卖出量,mfd_sellvol_a,MfdSellVolA
主动卖出量(全单),mfd_sellvol_at,MfdSellVolAt
净主动买入率(金额),mf_amt_ratio,MfAmtRatio
开盘净主动买入率(金额),mfd_inflowrate_open_a,MfdInFlowRateOpenA
尾盘净主动买入率(金额),mfd_inflowrate_close_a,MfdInFlowRateCloseA
净主动买入率(量),mfd_volinflowrate_a,MfdVolInFlowRateA
开盘净主动买入率(量),mfd_volinflowrate_open_a,MfdVolInFlowRateOpenA
尾盘净主动买入率(量),mfd_volinflowrate_close_a,MfdVolInFlowRateCloseA
主力净流入率(金额),mfd_inflowrate_m,MfdInFlowRateM
开盘主力净流入率(金额),mfd_inflowrate_open_m,MfdInFlowRateOpenM
尾盘主力净流入率(金额),mfd_inflowrate_close_m,MfdInFlowRateCloseM
主力净流入率(量),mfd_volinflowrate_m,MfdVolInFlowRateM
开盘主力净流入率(量),mfd_volinflowrate_open_m,MfdVolInFlowRateOpenM
尾盘主力净流入率(量),mfd_volinflowrate_close_m,MfdVolInFlowRateCloseM
沪深港股通买入金额,mfd_sn_buyamt,MfdSnBuyAmt
沪深港股通卖出金额,mfd_sn_sellamt,MfdSnSellAmt
沪深港股通净买入金额,mfd_sn_inflow,MfdSnInFlow
沪深港股通区间净流入天数,mfp_sn_inflowdays,MfpSnInFlowDays
沪深港股通区间净流出天数,mfp_sn_outflowdays,MfpSnOutflowDays
沪深港股通持续净流入天数,mfn_sn_inflowdays,MfnSnInFlowDays
沪深港股通持续净卖出天数,mfn_sn_outflowdays,MfnSnOutflowDays
外资买卖超,inshd_qfii_ex,InSHdQFIiEx
外资买卖超市值,inshd_qfii_exmv,InSHdQFIiExMv
投信买卖超,inshd_fund_ex,InSHdFundEx
投信买卖超市值,inshd_fund_exmv,InSHdFundExMv
自营买卖超,inshd_dlr_ex,InSHdDlrEx
自营买卖超市值,inshd_dlr_exmv,InSHdDlrExMv
合计买卖超,inshd_ttl_ex,InSHdTtlEx
合计买卖超市值,inshd_ttl_exmv,InSHdTtlExMv
外资买进数量,inshd_qfii_buy,InSHdQFIiBuy
外资卖出数量,inshd_qfii_sell,InSHdQFIiSell
投信买进数量,inshd_fund_buy,InSHdFundBuy
投信卖出数量,inshd_fund_sell,InSHdFundSell
自营商买进数量,inshd_dlr_buy,InSHdDlrBuy
自营商卖出数量,inshd_dlr_sell,InSHdDlrSell
区间回报,return,Return
规模同类排名(券商集合理财),fund_qsimilarproductsimilarranking,FundQSimilarProductSimilarRanking
规模同类排名,fund_scaleranking,FundScaleRanking
下行风险同类排名,risk_downsideriskranking,RiskDownsideRiskRanking
选时能力同类排名,risk_timeranking,RiskTimeRanking
选股能力同类排名,risk_stockranking,RiskStockRanking
信息比率同类排名,risk_inforatioranking,RiskInfoRatioRanking
跟踪误差同类排名,risk_trackerrorranking,RiskTrackErrorRanking
年化波动率同类排名,risk_annualvolranking,RiskAnnualVolRanking
平均持仓时间同类排名,style_avgpositiontimeranking,StyleAvgPositionTimeRanking
注册仓单数量,st_stock,StStock
企业价值(含货币资金),ev1,Ev1
企业价值(剔除货币资金),ev2,Ev2
资产总计/企业价值_PIT,val_tatoev,ValTaToEv
营业收入(TTM)/企业价值_PIT,val_ortoev_ttm,ValOrToEvTtM
应计利息(债券计算器),calc_accrued,CalcAccrued
剩余存续期(交易日),ptmtradeday,PtMTradeDay
剩余存续期(日历日),ptmday,PtMDay
理论价格,theoryvalue,TheoryValue
内在价值,intrinctvalue,IntrInCtValue
时间价值,timevalue,TimeValue
标的30日历史波动率,underlyinghisvol_30d,UnderlyingHisVol30D
标的60日历史波动率,us_hisvol,UsHisVol
标的90日历史波动率,underlyinghisvol_90d,UnderlyingHisVol90D
期权隐含波动率,us_impliedvol,UsImpliedVol
历史波动率,volatilityratio,VolatilityRatio
1个月130%价值状态隐含波动率,iv_1m1300,Iv1M1300
1个月120%价值状态隐含波动率,iv_1m1200,Iv1M1200
1个月110%价值状态隐含波动率,iv_1m1100,Iv1M1100
1个月105%价值状态隐含波动率,iv_1m1050,Iv1M1050
1个月102.5%价值状态隐含波动率,iv_1m1025,Iv1M1025
1个月100%价值状态隐含波动率,iv_1m1000,Iv1M1000
1个月97.5%价值状态隐含波动率,iv_1m975,Iv1M975
1个月95%价值状态隐含波动率,iv_1m950,Iv1M950
1个月90%价值状态隐含波动率,iv_1m900,Iv1M900
1个月80%价值状态隐含波动率,iv_1m800,Iv1M800
1个月60%价值状态隐含波动率,iv_1m600,Iv1M600
2个月130%价值状态隐含波动率,iv_2m1300,Iv2M1300
2个月120%价值状态隐含波动率,iv_2m1200,Iv2M1200
2个月110%价值状态隐含波动率,iv_2m1100,Iv2M1100
2个月105%价值状态隐含波动率,iv_2m1050,Iv2M1050
2个月102.5%价值状态隐含波动率,iv_2m1025,Iv2M1025
2个月100%价值状态隐含波动率,iv_2m1000,Iv2M1000
2个月97.5%价值状态隐含波动率,iv_2m975,Iv2M975
2个月95%价值状态隐含波动率,iv_2m950,Iv2M950
2个月90%价值状态隐含波动率,iv_2m900,Iv2M900
2个月80%价值状态隐含波动率,iv_2m800,Iv2M800
2个月60%价值状态隐含波动率,iv_2m600,Iv2M600
3个月130%价值状态隐含波动率,iv_3m1300,Iv3M1300
3个月120%价值状态隐含波动率,iv_3m1200,Iv3M1200
3个月110%价值状态隐含波动率,iv_3m1100,Iv3M1100
3个月105%价值状态隐含波动率,iv_3m1050,Iv3M1050
3个月102.5%价值状态隐含波动率,iv_3m1025,Iv3M1025
3个月100%价值状态隐含波动率,iv_3m1000,Iv3M1000
3个月97.5%价值状态隐含波动率,iv_3m975,Iv3M975
3个月95%价值状态隐含波动率,iv_3m950,Iv3M950
3个月90%价值状态隐含波动率,iv_3m900,Iv3M900
3个月80%价值状态隐含波动率,iv_3m800,Iv3M800
3个月60%价值状态隐含波动率,iv_3m600,Iv3M600
6个月130%价值状态隐含波动率,iv_6m1300,Iv6M1300
6个月120%价值状态隐含波动率,iv_6m1200,Iv6M1200
6个月110%价值状态隐含波动率,iv_6m1100,Iv6M1100
6个月105%价值状态隐含波动率,iv_6m1050,Iv6M1050
6个月102.5%价值状态隐含波动率,iv_6m1025,Iv6M1025
6个月100%价值状态隐含波动率,iv_6m1000,Iv6M1000
6个月97.5%价值状态隐含波动率,iv_6m975,Iv6M975
6个月95%价值状态隐含波动率,iv_6m950,Iv6M950
6个月90%价值状态隐含波动率,iv_6m900,Iv6M900
6个月80%价值状态隐含波动率,iv_6m800,Iv6M800
6个月60%价值状态隐含波动率,iv_6m600,Iv6M600
9个月130%价值状态隐含波动率,iv_9m1300,Iv9M1300
9个月120%价值状态隐含波动率,iv_9m1200,Iv9M1200
9个月110%价值状态隐含波动率,iv_9m1100,Iv9M1100
9个月105%价值状态隐含波动率,iv_9m1050,Iv9M1050
9个月102.5%价值状态隐含波动率,iv_9m1025,Iv9M1025
9个月100%价值状态隐含波动率,iv_9m1000,Iv9M1000
9个月97.5%价值状态隐含波动率,iv_9m975,Iv9M975
9个月95%价值状态隐含波动率,iv_9m950,Iv9M950
9个月90%价值状态隐含波动率,iv_9m900,Iv9M900
9个月80%价值状态隐含波动率,iv_9m800,Iv9M800
9个月60%价值状态隐含波动率,iv_9m600,Iv9M600
1年130%价值状态隐含波动率,iv_1y1300,Iv1Y1300
1年120%价值状态隐含波动率,iv_1y1200,Iv1Y1200
1年110%价值状态隐含波动率,iv_1y1100,Iv1Y1100
1年105%价值状态隐含波动率,iv_1y1050,Iv1Y1050
1年102.5%价值状态隐含波动率,iv_1y1025,Iv1Y1025
1年100%价值状态隐含波动率,iv_1y1000,Iv1Y1000
1年97.5%价值状态隐含波动率,iv_1y975,Iv1Y975
1年95%价值状态隐含波动率,iv_1y950,Iv1Y950
1年90%价值状态隐含波动率,iv_1y900,Iv1Y900
1年80%价值状态隐含波动率,iv_1y800,Iv1Y800
1年60%价值状态隐含波动率,iv_1y600,Iv1Y600
一致预测净利润(未来12个月),west_netprofit_FTM,WestNetProfitFtm
一致预测净利润(未来12个月)的变化_1M_PIT,west_netprofit_ftm_chg_1m,WestNetProfitFtmChg1M
一致预测净利润(未来12个月)的变化_3M_PIT,west_netprofit_ftm_chg_3m,WestNetProfitFtmChg3M
一致预测净利润(未来12个月)的变化_6M_PIT,west_netprofit_ftm_chg_6m,WestNetProfitFtmChg6M
一致预测净利润(未来12个月)的变化率_1M_PIT,west_netprofit_ftm_1m,WestNetProfitFtm1M
